# Нови-Сад / Температура / 0-6ч, 6-24ч, 1-2 дня, 2-3 дня, 3-5 дней / OpenWeatherMap
# n=526, MAE=1.860, RMSE=2.269, bias=+0.697
# skill = 1 - (RMSE/RMSE_персистентности)^2 = 1 - (2.269/2.190)^2 = -0.0739  (RMSE_персистентности по 526 пар(ам))
# persistence baseline = как вчера в это же время - выбран автоматически как более сильный (ниже RMSE) из двух кандидатов для этого периода, одинаково для всех источников
# «Общий» = объединённый пул пар из периодов: 0-6ч, 6-24ч, 1-2 дня, 2-3 дня, 3-5 дней - метрика посчитана заново по всему пулу, а не усреднена по периодам
#
bucket,fetched_at,valid_time,lead_hours,forecast,observed,persistence,error,abs_error
0-6ч,2026-08-06T11:30:42Z,2026-08-06T12:00:00Z,0.5,38.62,37.5,37.1,1.12,1.12
0-6ч,2026-08-06T11:30:42Z,2026-08-06T15:00:00Z,3.5,38.48,36.8,38.0,1.68,1.68
0-6ч,2026-08-06T11:36:01Z,2026-08-06T12:00:00Z,0.4,38.64,37.5,37.1,1.14,1.14
0-6ч,2026-08-06T11:36:01Z,2026-08-06T15:00:00Z,3.4,38.49,36.8,38.0,1.69,1.69
0-6ч,2026-08-06T11:44:08Z,2026-08-06T12:00:00Z,0.3,38.64,37.5,37.1,1.14,1.14
0-6ч,2026-08-06T11:44:08Z,2026-08-06T15:00:00Z,3.3,38.49,36.8,38.0,1.69,1.69
0-6ч,2026-08-07T01:31:32Z,2026-08-07T03:00:00Z,1.5,22.8,24.6,27.2,-1.8,1.8
0-6ч,2026-08-07T01:31:32Z,2026-08-07T06:00:00Z,4.5,24.03,27.0,29.0,-2.97,2.97
0-6ч,2026-08-07T05:36:00Z,2026-08-07T06:00:00Z,0.4,26.29,27.0,29.0,-0.71,0.71
0-6ч,2026-08-07T05:36:00Z,2026-08-07T09:00:00Z,3.4,28.62,33.0,35.7,-4.38,4.38
0-6ч,2026-08-07T06:18:59Z,2026-08-07T09:00:00Z,2.7,29.01,33.0,35.7,-3.99,3.99
0-6ч,2026-08-07T06:18:59Z,2026-08-07T12:00:00Z,5.7,33.76,36.6,37.5,-2.84,2.84
0-6ч,2026-08-07T07:13:52Z,2026-08-07T09:00:00Z,1.8,29.51,33.0,35.7,-3.49,3.49
0-6ч,2026-08-07T07:13:52Z,2026-08-07T12:00:00Z,4.8,34.2,36.6,37.5,-2.4,2.4
0-6ч,2026-08-07T10:39:14Z,2026-08-07T12:00:00Z,1.3,36.81,36.6,37.5,0.21,0.21
0-6ч,2026-08-07T10:39:14Z,2026-08-07T15:00:00Z,4.3,36.25,36.4,36.8,-0.15,0.15
0-6ч,2026-08-07T16:51:54Z,2026-08-07T18:00:00Z,1.1,30.41,32.0,30.4,-1.59,1.59
0-6ч,2026-08-07T16:51:54Z,2026-08-07T21:00:00Z,4.1,28.96,27.2,27.6,1.76,1.76
0-6ч,2026-08-07T22:45:57Z,2026-08-08T00:00:00Z,1.2,21.78,25.6,25.6,-3.82,3.82
0-6ч,2026-08-07T22:45:57Z,2026-08-08T03:00:00Z,4.2,20.79,21.4,24.6,-0.61,0.61
0-6ч,2026-08-07T23:19:23Z,2026-08-08T00:00:00Z,0.7,21.72,25.6,25.6,-3.88,3.88
0-6ч,2026-08-07T23:19:23Z,2026-08-08T03:00:00Z,3.7,20.75,21.4,24.6,-0.65,0.65
0-6ч,2026-08-08T04:50:53Z,2026-08-08T06:00:00Z,1.2,22.01,22.6,27.0,-0.59,0.59
0-6ч,2026-08-08T04:50:53Z,2026-08-08T09:00:00Z,4.2,24.39,28.1,33.0,-3.71,3.71
0-6ч,2026-08-08T10:18:13Z,2026-08-08T12:00:00Z,1.7,30.17,31.4,36.6,-1.23,1.23
0-6ч,2026-08-08T10:18:13Z,2026-08-08T15:00:00Z,4.7,31.81,32.0,36.4,-0.19,0.19
0-6ч,2026-08-08T22:37:20Z,2026-08-09T00:00:00Z,1.4,21.82,24.2,25.6,-2.38,2.38
0-6ч,2026-08-08T22:37:20Z,2026-08-09T03:00:00Z,4.4,21.1,21.3,21.4,-0.2,0.2
0-6ч,2026-08-09T04:59:03Z,2026-08-09T06:00:00Z,1.0,22.49,23.2,22.6,-0.71,0.71
0-6ч,2026-08-09T04:59:03Z,2026-08-09T09:00:00Z,4.0,24.93,28.8,28.1,-3.87,3.87
0-6ч,2026-08-09T10:19:29Z,2026-08-09T12:00:00Z,1.7,30.73,32.4,31.4,-1.67,1.67
0-6ч,2026-08-09T10:19:29Z,2026-08-09T15:00:00Z,4.7,32.09,33.1,32.0,-1.01,1.01
0-6ч,2026-08-09T12:41:38Z,2026-08-09T15:00:00Z,2.3,32.94,33.1,32.0,-0.16,0.16
0-6ч,2026-08-09T12:41:38Z,2026-08-09T18:00:00Z,5.3,29.24,29.7,29.2,-0.46,0.46
0-6ч,2026-08-09T12:45:53Z,2026-08-09T15:00:00Z,2.2,32.94,33.1,32.0,-0.16,0.16
